Ref	x	y	Connectivity	Point First Moment	Point Second Moment
1900602	1.8	7.12	157	59.214581	35.335999
1900603	1.8	7.16	155	55.868698	32.0448
1900604	1.8	7.2	138	41.540627	19.5536
1900605	1.8	7.24	123	30.408176	9.7088003
1900606	1.8	7.28	65	14.382514	4.1360002
1900607	1.8	7.32	109	23.232391	6
1900608	1.8	7.36	107	21.784542	5.4144001
1900609	1.8	7.4	105	20.855827	5.1087999
1900610	1.8	7.44	105	20.937033	5.1728001
1900611	1.8	7.48	106	21.799471	5.5711999
1900612	1.8	7.52	109	23.548716	6.3392
1900613	1.8	7.56	59	13.16826	4.0128002
1900614	1.8	7.6	122	39.86166	20.7696
1900615	1.8	7.64	126	46.456577	27.948799
1900616	1.8	7.68	132	53.049545	34.032001
1900617	1.8	7.72	128	50.90974	31.184
1900618	1.8	7.76	109	36.358337	17.318399
1966085	1.84	5	99	26.850645	8.7040005
1966086	1.84	5.04	100	24.458662	7.2736001
1966087	1.84	5.08	108	26.779778	9.2159996
1966088	1.84	5.12	127	35.266022	14.5696
1966089	1.84	5.16	150	45.680565	21.374399
1966090	1.84	5.2	171	57.256329	28.7712
1966091	1.84	5.24	163	53.083187	26.041599
1966092	1.84	5.28	129	33.709217	12.8064
1966093	1.84	5.32	106	22.898537	6.1231999
1966094	1.84	5.36	102	22.927736	6.296
1966095	1.84	5.4	100	24.672245	7.4271998
1966096	1.84	5.44	99	27.050997	8.8559999
1966107	1.84	5.88	97	30.470633	13.5824
1966108	1.84	5.92	111	34.395092	15.3888
1966109	1.84	5.96	260	284.88397	550.59363
1966110	1.84	6	285	331.16534	651.99042
1966111	1.84	6.04	96	28.830515	12.9936
1966112	1.84	6.08	84	25.357422	11.24
1966124	1.84	6.56	94	27.003283	10.392
1966125	1.84	6.6	279	194.35161	242.76801
1966126	1.84	6.64	333	321.65436	579.19843
1966127	1.84	6.68	350	350.92413	635.12958
1966128	1.84	6.72	317	299.18933	534.95038
1966129	1.84	6.76	274	194.16458	248.25121
1966130	1.84	6.8	93	28.727888	13.7808
1966132	1.84	6.88	38	6.2843246	1.4016
1966133	1.84	6.92	47	9.7038107	3.0752001
1966134	1.84	6.96	58	13.296454	4.5167999
1966135	1.84	7	40	6.6949558	1.4848
1966136	1.84	7.04	107	32.256802	12.96
1966137	1.84	7.08	125	42.16502	21.742399
1966138	1.84	7.12	155	60.218964	36.9664
1966139	1.84	7.16	154	57.981598	34.787201
1966140	1.84	7.2	135	43.48848	22.1168
1966141	1.84	7.24	125	33.053497	11.2848
1966142	1.84	7.28	107	25.425043	7.2031999
1966143	1.84	7.32	110	24.544771	6.5872002
1966144	1.84	7.36	102	21.595726	5.6064
1966145	1.84	7.4	101	20.972654	5.3983998
1966146	1.84	7.44	101	21.091574	5.4896002
1966147	1.84	7.48	102	21.915285	5.8559999
1966148	1.84	7.52	107	23.942425	6.5696001
1966149	1.84	7.56	103	25.240126	7.9456
1966150	1.84	7.6	120	41.738804	23.448
1966151	1.84	7.64	122	47.411034	29.937599
1966152	1.84	7.68	127	53.163315	35.3088
1966153	1.84	7.72	127	54.339512	35.659199
1966154	1.84	7.76	109	40.036774	21.5072
2031621	1.88	5	98	28.47743	9.6543999
2031622	1.88	5.04	100	26.474697	8.2959995
2031623	1.88	5.08	105	28.455574	10.5104
2031624	1.88	5.12	121	37.4762	17.430401
2031625	1.88	5.16	148	48.271687	23.496
2031626	1.88	5.2	178	60.292068	30.108801
2031627	1.88	5.24	161	52.860703	25.995199
2031628	1.88	5.28	122	35.239731	15.0976
2031629	1.88	5.32	106	26.174126	8.1744003
2031630	1.88	5.36	100	24.396278	7.0799999
2031631	1.88	5.4	100	26.684328	8.4560003
2031632	1.88	5.44	100	29.367298	10.0928
2031643	1.88	5.88	85	28.823233	13.672
2031644	1.88	5.92	105	36.08765	17.7216
2031645	1.88	5.96	271	284.88239	534.18402
2031646	1.88	6	291	331.03284	636.43518
2031647	1.88	6.04	89	30.737764	15.7184
2031648	1.88	6.08	81	27.145617	12.8144
2031661	1.88	6.6	276	184.20358	215.608
2031662	1.88	6.64	336	317.6022	563.86078
2031663	1.88	6.68	353	344.26614	611.34082
2031664	1.88	6.72	320	295.76074	521.44159
2031665	1.88	6.76	262	185.78323	230.26559
2031668	1.88	6.88	36	6.1236434	1.4112
2031669	1.88	6.92	46	9.9162254	3.3504
2031670	1.88	6.96	56	13.305697	4.8207998
2031671	1.88	7	46	10.687746	3.8432
2031672	1.88	7.04	96	28.237085	10.6816
2031673	1.88	7.08	109	37.478687	20.3696
2031674	1.88	7.12	144	56.910702	36.84
2031675	1.88	7.16	139	54.334923	34.9184
2031676	1.88	7.2	116	39.979095	22.5968
2031677	1.88	7.24	85	23.883541	9.0240002
2031679	1.88	7.32	82	20.204309	6.0511999
2031680	1.88	7.36	96	22.505251	6.4847999
2031681	1.88	7.4	96	22.107399	6.3248
2031682	1.88	7.44	95	21.712606	6.1855998
2031683	1.88	7.48	93	22.221878	6.5823998
2031684	1.88	7.52	83	21.09626	6.5247998
2031686	1.88	7.6	94	37.365715	24.559999
2031687	1.88	7.64	102	42.217468	29.1472
2031688	1.88	7.68	109	48.096294	34.571201
2031689	1.88	7.72	112	50.42522	35.9776
2031690	1.88	7.76	96	35.598904	20.099199
2097162	1.92	5.2	201	67.989166	33.211201
2097181	1.92	5.96	281	284.27429	518.04163
2097182	1.92	6	289	327.13849	616.2384
2097197	1.92	6.6	278	173.26363	188.62241
2097198	1.92	6.64	338	311.96161	543.48322
2097199	1.92	6.68	357	340.14005	592.12799
2097200	1.92	6.72	327	292.79022	504.04639
2097201	1.92	6.76	270	177.71747	208.10561
2097204	1.92	6.88	33	6.2336969	1.6016001
2097205	1.92	6.92	48	11.146693	3.9647999
2097206	1.92	6.96	59	15.541656	6.2416
2097207	1.92	7	33	6.6905565	1.832
2097208	1.92	7.04	91	28.672241	11.3232
2097209	1.92	7.08	101	37.928616	21.792
2097210	1.92	7.12	140	58.013214	38.756802
2097211	1.92	7.16	137	56.931339	38.3344
2097212	1.92	7.2	101	41.643024	27.3216
2097213	1.92	7.24	85	28.036398	12.4784
2097215	1.92	7.32	80	21.99575	7.1968002
2097216	1.92	7.36	79	20.201742	6.3456001
2097217	1.92	7.4	86	21.884943	6.8576002
2097218	1.92	7.44	88	22.62866	7.1616001
2097219	1.92	7.48	82	21.420656	6.8927999
2097220	1.92	7.52	82	23.021715	7.7231998
2097222	1.92	7.6	86	37.489185	25.532801
2097223	1.92	7.64	98	44.414448	32.102402
2097224	1.92	7.68	104	49.48093	36.644798
2097225	1.92	7.72	109	53.157696	39.5536
2097226	1.92	7.76	95	39.239952	24.120001
2162693	1.96	5	110	39.920303	18.7248
2162694	1.96	5.04	111	36.994022	16.257601
2162695	1.96	5.08	113	35.361492	14.792
2162696	1.96	5.12	133	50.736244	30.208
2162697	1.96	5.16	148	62.688541	44.700802
2162698	1.96	5.2	205	72.598892	37.3344
2162699	1.96	5.24	141	36.297443	11.68
2162700	1.96	5.28	107	26.263237	8.1104002
2162701	1.96	5.32	102	25.007254	7.7136002
2162702	1.96	5.36	102	26.610947	8.7728004
2162703	1.96	5.4	96	26.51631	9.2256002
2162704	1.96	5.44	91	27.06925	9.7840004
2162705	1.96	5.48	72	18.980307	6.2736001
2162706	1.96	5.52	75	18.038202	5.5664001
2162707	1.96	5.56	75	16.364847	4.5696001
2162708	1.96	5.6	80	16.92267	4.4784002
2162709	1.96	5.64	81	17.221333	4.6128001
2162710	1.96	5.68	85	19.726995	5.9632001
2162711	1.96	5.72	81	20.35327	6.9903998
2162712	1.96	5.76	80	22.439497	8.8495998
2162713	1.96	5.8	83	26.678169	11.7392
2162716	1.96	5.92	97	32.592308	16.1392
2162717	1.96	5.96	280	281.72928	502.0784
2162718	1.96	6	296	324.54831	597.87842
2162719	1.96	6.04	74	21.185783	8.3056002
2162722	1.96	6.16	77	22.41048	8.6303997
2162723	1.96	6.2	77	20.162447	7.1184001
2162724	1.96	6.24	82	19.800385	6.3792
2162725	1.96	6.28	83	19.184225	5.8592
2162726	1.96	6.32	81	17.617865	4.9424
2162727	1.96	6.36	85	20.31863	6.5472002
2162728	1.96	6.4	83	21.311005	7.4768
2162729	1.96	6.44	72	17.018276	5.1343999
2162730	1.96	6.48	72	18.980307	6.2736001
2162732	1.96	6.56	184	100.2803	85.260803
2162733	1.96	6.6	278	163.8279	164.92
2162734	1.96	6.64	339	308.28836	529.08643
2162735	1.96	6.68	364	336.99185	571.76959
2162736	1.96	6.72	332	292.57672	493.8576
2162737	1.96	6.76	276	166.83261	176.8688
2162738	1.96	6.8	173	92.199066	76.5728
2162739	1.96	6.84	118	41.931713	18.867201
2162742	1.96	6.96	71	20.761024	8.8048
2162746	1.96	7.12	113	54.289612	40.416
2162747	1.96	7.16	134	59.605541	41.964802
2228229	2	5	111	40.659767	20.854401
2228230	2	5.04	114	37.4846	17.153601
2228231	2	5.08	114	34.044781	14.3616
2228232	2	5.12	139	48.850243	27.027201
2228233	2	5.16	171	64.671761	40.131199
2228234	2	5.2	198	76.011169	45.454399
2228235	2	5.24	162	47.443104	19.728001
2228236	2	5.28	125	30.794863	9.8448
2228237	2	5.32	114	27.402746	8.4848003
2228238	2	5.36	104	25.143894	7.8800001
2228239	2	5.4	97	23.653833	7.3200002
2228240	2	5.44	90	24.419842	8.2016001
2228241	2	5.48	76	20.466681	7.7872
2228242	2	5.52	79	17.924244	5.4527998
2228243	2	5.56	85	17.818701	4.9376001
2228244	2	5.6	92	19.968998	5.7616
2228245	2	5.64	94	21.843006	7.1696
2228246	2	5.68	98	24.54838	8.8752003
2228247	2	5.72	98	26.629082	10.6064
2228248	2	5.76	94	28.408993	12.5392
2228249	2	5.8	89	29.495028	14.0352
2228251	2	5.88	87	25.399734	9.8895998
2228252	2	5.92	119	37.875122	16.2992
2228253	2	5.96	293	284.00552	488.728
2228254	2	6	310	327.03973	584.3584
2228255	2	6.04	96	26.366732	9.8095999
2228256	2	6.08	73	20.246466	7.6384001
2228258	2	6.16	79	22.093275	8.4960003
2228259	2	6.2	89	23.173359	8.4560003
2228260	2	6.24	90	21.391472	7.1343999
2228261	2	6.28	91	20.484171	6.3856001
2228262	2	6.32	90	19.628683	5.8671999
2228263	2	6.36	89	19.283873	5.6208
2228264	2	6.4	90	20.785023	6.4671998
2228265	2	6.44	89	23.490685	8.448
2228266	2	6.48	76	20.575188	7.8895998
2228268	2	6.56	194	92.469322	68.771202
2228269	2	6.6	285	159.87183	150.69279
2228270	2	6.64	352	309.03357	514.0752
2228271	2	6.68	374	334.96548	552.47998
2228272	2	6.72	340	294.10104	485.59039
2228273	2	6.76	282	161.97426	159.77119
2228274	2	6.8	190	87.811859	64.727997
2228275	2	6.84	121	39.456356	16.4928
2228276	2	6.88	29	4.8961244	1.08
2228277	2	6.92	60	16.335417	6.3903999
2228278	2	6.96	79	23.211899	9.8224001
2228279	2	7	36	8.0005789	2.4288001
2228280	2	7.04	29	4.2823467	0.72799999
2228281	2	7.08	32	4.0847077	0.60479999
2228282	2	7.12	123	57.08083	43.734402
2228283	2	7.16	127	59.629173	44.944
2228284	2	7.2	37	5.8038549	1.168
2228285	2	7.24	40	8.8077078	2.7679999
2293765	2.04	5	134	74.655685	71.681602
2293766	2.04	5.04	139	69.089783	60.136002
2293767	2.04	5.08	142	64.216743	52.302399
2293768	2.04	5.12	159	66.225967	48.369598
2293769	2.04	5.16	194	85.424156	62.827202
2293770	2.04	5.2	220	103.32905	77.975998
2293771	2.04	5.24	184	70.973579	45.414398
2293772	2.04	5.28	153	46.023476	21.382401
2293773	2.04	5.32	136	36.30093	13.4336
2293774	2.04	5.36	125	32.022083	10.88
2293775	2.04	5.4	114	27.555025	8.2992001
2293776	2.04	5.44	98	24.019798	7.4288001
2293777	2.04	5.48	102	42.813881	30.8064
2293778	2.04	5.52	129	46.813576	28.628799
2293779	2.04	5.56	133	46.413982	26.535999
2293780	2.04	5.6	131	44.488884	24.216
2293781	2.04	5.64	131	43.646503	23.0144
2293782	2.04	5.68	123	37.386662	16.704
2293783	2.04	5.72	117	34.943401	15.5056
2293784	2.04	5.76	111	32.838509	14.536
2293785	2.04	5.8	93	30.814243	15.0208
2293787	2.04	5.88	121	42.077148	21.5504
2293788	2.04	5.92	160	57.061874	27.7456
2293789	2.04	5.96	329	302.06073	487.82721
2293790	2.04	6	350	345.94989	581.54718
2293791	2.04	6.04	139	48.130466	23.728001
2293792	2.04	6.08	113	39.215134	20.8272
2293794	2.04	6.16	102	35.857304	20.247999
2293795	2.04	6.2	110	35.003597	18.3696
2293796	2.04	6.24	115	35.517448	17.3808
2293797	2.04	6.28	117	35.62397	17.087999
2293798	2.04	6.32	128	44.468655	26.120001
2293799	2.04	6.36	127	46.050823	29.1616
2293800	2.04	6.4	126	46.283455	30.118401
2293801	2.04	6.44	129	50.70475	35.134399
2293802	2.04	6.48	104	49.171303	39.9744
2293804	2.04	6.56	213	87.989754	54.347198
2293805	2.04	6.6	309	164.61203	144.55521
2293806	2.04	6.64	383	323.78207	517.52802
2293807	2.04	6.68	400	346.32837	545.57599
2293808	2.04	6.72	370	310.27881	486.88321
2293809	2.04	6.76	314	181.96284	172.576
2293810	2.04	6.8	216	104.75198	83.0784
2293811	2.04	6.84	154	70.988571	55.849602
2293812	2.04	6.88	54	13.969804	4.9439998
2293813	2.04	6.92	84	22.507929	8.5087996
2293814	2.04	6.96	96	29.211536	12.7632
2293815	2.04	7	56	16.001844	7.0864
2293816	2.04	7.04	30	3.9217474	0.60479999
2293817	2.04	7.08	49	7.6117167	1.6447999
2293818	2.04	7.12	132	64.113037	49.916801
2293819	2.04	7.16	139	70.363998	54.5952
2293820	2.04	7.2	66	20.17219	10.7664
2293821	2.04	7.24	61	24.034628	16.339199
2359301	2.08	5	140	89.178246	106.8192
2359302	2.08	5.04	144	86.597389	101.264
2359303	2.08	5.08	161	89.297523	98.152
2359304	2.08	5.12	173	89.888542	93.968002
2359305	2.08	5.16	204	106.62606	105.088
2359306	2.08	5.2	245	141.67859	137.91521
2359307	2.08	5.24	211	109.78284	103.9632
2359308	2.08	5.28	180	83.301079	77.574402
2359309	2.08	5.32	175	81.785873	74.950401
2359310	2.08	5.36	171	79.140343	71.134399
2359311	2.08	5.4	174	79.907494	68.912003
2359312	2.08	5.44	181	80.494835	66.014397
2359313	2.08	5.48	187	80.558868	63.6768
2359314	2.08	5.52	177	79.014824	61.700802
2359315	2.08	5.56	169	76.21579	59.169601
2359316	2.08	5.6	161	71.684547	55.220798
2359317	2.08	5.64	157	70.12706	53.764801
2359318	2.08	5.68	154	68.081177	51.091202
2359319	2.08	5.72	154	68.053848	49.939201
2359320	2.08	5.76	159	69.41954	49.264
2359321	2.08	5.8	168	71.818077	48.737598
2359322	2.08	5.84	177	76.555298	49.9888
2359323	2.08	5.88	181	79.60157	51.374401
2359324	2.08	5.92	206	91.585045	57.318401
2359325	2.08	5.96	360	326.33109	499.02719
2359326	2.08	6	385	371.35223	590.36798
2359327	2.08	6.04	185	82.286728	52.484798
2359328	2.08	6.08	174	76.432861	49.287998
2359329	2.08	6.12	178	75.893166	48.923199
2359330	2.08	6.16	166	72.165901	48.472
2359331	2.08	6.2	159	69.575966	48.0928
2359332	2.08	6.24	152	66.923538	47.655998
2359333	2.08	6.28	149	65.81337	48.497601
2359334	2.08	6.32	149	65.67643	49.1856
2359335	2.08	6.36	149	65.871277	49.911999
2359336	2.08	6.4	150	66.308228	50.526402
2359337	2.08	6.44	157	68.673302	51.934399
2359338	2.08	6.48	171	73.634361	55.358398
2359339	2.08	6.52	236	100.42136	67.2192
2359340	2.08	6.56	256	114.98533	79.512001
2359341	2.08	6.6	350	194.10223	161.6288
2359342	2.08	6.64	421	359.96951	550.40637
2359343	2.08	6.68	425	370.25702	564.79199
2359344	2.08	6.72	397	337.42932	513.79041
2359345	2.08	6.76	326	186.69667	170.65601
2359346	2.08	6.8	222	98.901466	75.222397
2359347	2.08	6.84	189	84.594917	68.835197
2359348	2.08	6.88	137	68.860207	65.795197
2359349	2.08	6.92	138	75.5821	73.990402
2359350	2.08	6.96	146	82.2967	81.288002
2359351	2.08	7	121	69.863831	76.846397
2359352	2.08	7.04	117	69.892143	80.582397
2359353	2.08	7.08	114	71.953468	85.310402
2359354	2.08	7.12	184	128.3018	140.29601
2359355	2.08	7.16	179	129.79042	145.48959
2359356	2.08	7.2	112	79.37368	100.7408
2359357	2.08	7.24	100	77.669327	103.9776
2424837	2.12	5	133	71.801277	66.491203
2424838	2.12	5.04	139	69.060364	60.056
2424839	2.12	5.08	148	66.837822	52.688
2424840	2.12	5.12	157	64.488396	46.585602
2424841	2.12	5.16	192	82.185387	58.142399
2424842	2.12	5.2	232	115.39113	90.076797
2424843	2.12	5.24	187	76.510239	52.112
2424844	2.12	5.28	152	45.777275	21.316799
2424845	2.12	5.32	138	37.462227	14.0768
2424846	2.12	5.36	124	31.479498	10.52
2424847	2.12	5.4	114	27.555025	8.2992001
2424848	2.12	5.44	98	24.019798	7.4288001
2424849	2.12	5.48	102	41.739704	29.3808
2424850	2.12	5.52	128	45.991562	27.854401
2424851	2.12	5.56	132	45.855312	26.052799
2424852	2.12	5.6	130	43.537373	23.489599
2424853	2.12	5.64	128	41.241177	20.844801
2424854	2.12	5.68	123	37.209629	16.5648
2424855	2.12	5.72	116	34.29842	15.0896
2424856	2.12	5.76	111	32.838509	14.536
2424857	2.12	5.8	93	30.814243	15.0208
2424859	2.12	5.88	122	42.213745	21.2528
2424860	2.12	5.92	159	57.539261	28.8064
2424861	2.12	5.96	327	293.11151	457.0528
2424862	2.12	6	350	338.32288	548.6944
2424863	2.12	6.04	134	46.746914	23.396799
2424864	2.12	6.08	114	40.609035	22.1024
2424866	2.12	6.16	105	36.963699	20.662399
2424867	2.12	6.2	110	34.535542	17.614401
2424868	2.12	6.24	113	33.954453	16.1408
2424869	2.12	6.28	117	34.976231	16.2416
2424870	2.12	6.32	125	41.704193	23.164801
2424871	2.12	6.36	127	45.438385	28.4496
2424872	2.12	6.4	125	45.362587	29.270399
2424873	2.12	6.44	127	49.167938	33.7584
2424874	2.12	6.48	102	46.729992	36.993599
2424876	2.12	6.56	197	69.768814	32.8368
2424877	2.12	6.6	306	149.74509	106.4064
2424878	2.12	6.64	388	320.78146	491.95999
2424879	2.12	6.68	401	338.81396	513.0816
2424880	2.12	6.72	373	306.29239	462.29599
2424881	2.12	6.76	304	157.34274	121.9168
2424882	2.12	6.8	195	84.032906	60.529598
2424883	2.12	6.84	158	73.568115	58.4352
2424884	2.12	6.88	60	16.015747	5.6336002
2424885	2.12	6.92	83	24.141743	10.1424
2424886	2.12	6.96	93	30.897537	14.8256
2424887	2.12	7	64	18.660824	7.9664001
2424888	2.12	7.04	35	5.6108823	1.1776
2424889	2.12	7.08	55	11.071246	3.3584001
2424890	2.12	7.12	127	68.909927	58.487999
2424891	2.12	7.16	129	71.71521	60.903999
2424892	2.12	7.2	77	26.489727	14.0592
2424893	2.12	7.24	68	25.926464	16.681601
2490373	2.16	5	110	39.382359	19.433599
2490374	2.16	5.04	116	39.060928	18.416
2490375	2.16	5.08	118	36.635838	16.056
2490376	2.16	5.12	125	36.000813	14.1776
2490377	2.16	5.16	160	52.733555	26.3696
2490378	2.16	5.2	215	94.393799	64.8592
2490379	2.16	5.24	174	63.712208	38.5504
2490380	2.16	5.28	127	32.327065	10.864
2490381	2.16	5.32	117	29.393942	9.7279997
2490382	2.16	5.36	105	25.809628	8.3232002
2490383	2.16	5.4	99	24.648048	7.8175998
2490384	2.16	5.44	89	24.29335	8.1856003
2490385	2.16	5.48	76	20.466681	7.7872
2490386	2.16	5.52	79	17.924244	5.4527998
2490387	2.16	5.56	86	18.484432	5.3807998
2490388	2.16	5.6	90	19.322777	5.5296001
2490389	2.16	5.64	94	21.843006	7.1696
2490390	2.16	5.68	96	23.902161	8.6431999
2490391	2.16	5.72	96	25.722212	10.1936
2490392	2.16	5.76	96	28.999216	12.6304
2490393	2.16	5.8	89	29.495028	14.0352
2490395	2.16	5.88	84	25.890617	10.8112
2490396	2.16	5.92	118	39.995693	19.212799
2490397	2.16	5.96	293	268.75092	429.12799
2490398	2.16	6	310	311.20053	516.39038
2490399	2.16	6.04	93	27.482956	11.2416
2490400	2.16	6.08	75	21.836847	8.5872002
2490402	2.16	6.16	79	22.093275	8.4960003
2490403	2.16	6.2	92	24.449011	9.0047998
2490404	2.16	6.24	91	21.816679	7.3151999
2490405	2.16	6.28	91	20.484171	6.3856001
2490406	2.16	6.32	89	19.084623	5.5711999
2490407	2.16	6.36	90	19.677826	5.776
2490408	2.16	6.4	90	20.810917	6.4944
2490409	2.16	6.44	88	22.952539	8.1583996
2490410	2.16	6.48	75	20.049068	7.6128001
2490412	2.16	6.56	168	61.781628	31.1408
2490413	2.16	6.6	279	136.63336	96.6576
2490414	2.16	6.64	361	306.23697	473.97281
2490415	2.16	6.68	379	321.98416	488.336
2490416	2.16	6.72	352	293.013	447.84799
2490417	2.16	6.76	273	133.3428	94.924797
2490418	2.16	6.8	161	56.290684	26.6432
2490419	2.16	6.84	126	41.77129	17.6528
2490420	2.16	6.88	36	7.4910388	2.0192001
2490421	2.16	6.92	62	21.87215	11.1136
2490422	2.16	6.96	76	28.231615	14.9424
2490423	2.16	7	46	11.753185	3.8527999
2490424	2.16	7.04	37	7.2004895	1.8448
2490425	2.16	7.08	53	13.739306	5.3007998
2490426	2.16	7.12	113	66.988457	60.980801
2490427	2.16	7.16	109	65.056038	59.8368
2490428	2.16	7.2	61	17.38118	7.1631999
2490429	2.16	7.24	47	10.978067	3.4175999
2555909	2.2	5	113	42.029846	20.236799
2555910	2.2	5.04	113	38.414845	17.2672
2555911	2.2	5.08	116	37.204807	15.944
2555912	2.2	5.12	118	35.474571	14.232
2555913	2.2	5.16	134	48.33107	27.260799
2555914	2.2	5.2	218	93.742989	62.9744
2555915	2.2	5.24	165	62.776459	39.903999
2555916	2.2	5.28	111	28.723185	9.6239996
2555917	2.2	5.32	104	26.315592	8.5696001
2555918	2.2	5.36	105	28.512197	9.9968004
2555919	2.2	5.4	98	27.693491	9.9535999
2555920	2.2	5.44	92	27.720402	10.208
2555921	2.2	5.48	72	18.980307	6.2736001
2555922	2.2	5.52	75	18.038202	5.5664001
2555923	2.2	5.56	75	16.364847	4.5696001
2555924	2.2	5.6	79	16.578577	4.3600001
2555925	2.2	5.64	81	17.221333	4.6128001
2555926	2.2	5.68	82	18.363094	5.3232002
2555927	2.2	5.72	84	21.715763	7.6304002
2555928	2.2	5.76	79	21.642504	8.2144003
2555929	2.2	5.8	82	25.930908	11.1808
2555932	2.2	5.92	94	37.022778	21.4576
2555933	2.2	5.96	280	260.80179	418.40161
2555934	2.2	6	297	302.47021	498.55679
2555935	2.2	6.04	77	24.45722	10.6784
2555938	2.2	6.16	77	22.41048	8.6303997
2555939	2.2	6.2	77	20.162447	7.1184001
2555940	2.2	6.24	85	21.245399	7.0816002
2555941	2.2	6.28	83	19.184225	5.8592
2555942	2.2	6.32	81	17.617865	4.9424
2555943	2.2	6.36	84	20.014	6.4544001
2555944	2.2	6.4	83	21.311005	7.4768
2555945	2.2	6.44	72	17.018276	5.1343999
2555946	2.2	6.48	72	18.980307	6.2736001
2555948	2.2	6.56	146	59.417389	34.028801
2555949	2.2	6.6	265	128.44019	88.660797
2555950	2.2	6.64	355	301.33881	459.28961
2555951	2.2	6.68	375	321.34589	482.1232
2555952	2.2	6.72	347	289.32343	436.65759
2555953	2.2	6.76	267	130.33327	91.145599
2555954	2.2	6.8	143	54.44194	28.1968
2555955	2.2	6.84	119	42.222919	18.952
2621450	2.24	5.2	202	84.652992	57.161598
2621467	2.24	5.88	78	25.895033	12.512
2621468	2.24	5.92	119	84.370705	110.9232
2621469	2.24	5.96	276	257.06857	409.7616
2621470	2.24	6	294	297.31488	483.71841
2621471	2.24	6.04	80	27.622271	14.904
2621472	2.24	6.08	72	22.196745	10.0976
2621485	2.24	6.6	262	127.48661	86.440002
2621486	2.24	6.64	354	295.53598	434.9184
2621487	2.24	6.68	372	316.90759	466.7088
2621488	2.24	6.72	349	287.5694	424.39359
2621489	2.24	6.76	247	123.65753	85.820801
2686981	2.28	5	84	23.211514	7.5952001
2686982	2.28	5.04	86	21.663166	6.5440001
2686983	2.28	5.08	86	19.688118	5.4095998
2686984	2.28	5.12	87	18.261698	4.5616002
2686985	2.28	5.16	111	26.696648	9.0207996
2686986	2.28	5.2	182	77.99823	55.9296
2686987	2.28	5.24	157	57.453087	34.0144
2686988	2.28	5.28	175	99.033318	89.540802
2686989	2.28	5.32	171	98.229385	89.463997
2686990	2.28	5.36	139	61.185558	41.478401
2686991	2.28	5.4	112	40.286095	21.372801
2686992	2.28	5.44	94	28.659739	11.0352
2687003	2.28	5.88	79	23.500954	10.7184
2687004	2.28	5.92	126	66.872566	71.289597
2687005	2.28	5.96	263	251.60129	400.74399
2687006	2.28	6	289	291.47525	467.99841
2687007	2.28	6.04	86	26.192947	12.9488
2687008	2.28	6.08	70	17.86659	6.664
2687021	2.28	6.6	255	124.92155	84.081596
2687022	2.28	6.64	347	278.71524	384.66559
2687023	2.28	6.68	373	315.67099	454.37601
2687024	2.28	6.72	348	288.46765	417.8432
2687025	2.28	6.76	239	120.48944	82.9776
2752517	2.32	5	85	22.023762	6.9488001
2752518	2.32	5.04	85	19.515556	5.5664001
2752519	2.32	5.08	88	18.479792	4.8112001
2752520	2.32	5.12	97	19.965464	5.112
2752521	2.32	5.16	108	21.574352	5.224
2752522	2.32	5.2	167	71.883057	54.649601
2752523	2.32	5.24	164	63.913261	41.419201
2752524	2.32	5.28	188	99.227203	85.456001
2752525	2.32	5.32	175	95.433533	84.222397
2752526	2.32	5.36	138	56.511669	36.529598
2752527	2.32	5.4	108	33.706818	15.3984
2752528	2.32	5.44	93	25.81868	9.1359997
2752539	2.32	5.88	86	23.378195	9.4608002
2752540	2.32	5.92	118	50.599609	43.639999
2752541	2.32	5.96	258	250.10574	397.39999
2752542	2.32	6	286	286.75342	453.58401
2752543	2.32	6.04	90	25.158506	11.6272
2752544	2.32	6.08	74	16.805161	5.2463999
2752546	2.32	6.16	102	31.047518	11.5488
2752547	2.32	6.2	105	31.124329	11.8848
2752548	2.32	6.24	112	34.870495	15.0704
2752549	2.32	6.28	120	40.177811	19.5312
2752550	2.32	6.32	136	54.215992	32.528
2752551	2.32	6.36	140	57.908974	35.528
2752552	2.32	6.4	142	60.458412	37.2752
2752553	2.32	6.44	134	55.885948	33.366402
2752554	2.32	6.48	118	43.341579	20.8992
2752556	2.32	6.56	119	45.353798	24.9888
2752557	2.32	6.6	255	124.69859	83.939201
2752558	2.32	6.64	345	267.16428	347.77121
2752559	2.32	6.68	370	312.37186	440.31201
2752560	2.32	6.72	348	289.70126	411.25601
2752561	2.32	6.76	250	122.13171	82.950401
2752562	2.32	6.8	117	45.499245	26.7264
2818053	2.36	5	85	21.170202	6.5359998
2818054	2.36	5.04	88	19.809267	5.6896
2818055	2.36	5.08	94	20.11404	5.6160002
2818056	2.36	5.12	98	19.376902	4.8927999
2818057	2.36	5.16	108	21.485765	5.5999999
2818058	2.36	5.2	159	68.333122	54.387199
2818059	2.36	5.24	165	66.732353	45.876801
2818060	2.36	5.28	194	98.245445	81.496002
2818061	2.36	5.32	184	96.21595	81.136002
2818062	2.36	5.36	141	54.049385	32.819199
2818063	2.36	5.4	101	27.076134	10.424
2818064	2.36	5.44	88	21.92823	6.7184
2818075	2.36	5.88	84	20.133968	7.0847998
2818076	2.36	5.92	114	39.15403	23.112
2818077	2.36	5.96	255	246.96518	389.15839
2818078	2.36	6	282	280.18747	437.34079
2818079	2.36	6.04	91	24.42363	10.9664
2818080	2.36	6.08	72	14.299877	3.5632
