Ref	x	y	Connectivity	Point First Moment	Point Second Moment
4521995	3.4	5.24	187	82.760773	47.348801
4521996	3.4	5.28	223	93.70871	52.366402
4521997	3.4	5.32	240	107.04491	63.015999
4521998	3.4	5.36	180	80.270615	47.3344
4521999	3.4	5.4	178	83.948471	54.700802
4522000	3.4	5.44	175	83.726578	52.9408
4522011	3.4	5.88	62	17.826691	7.2431998
4522012	3.4	5.92	79	20.414181	7.2607999
4522013	3.4	5.96	314	273.72491	353.00479
4522014	3.4	6	295	263.09473	347.19839
4522015	3.4	6.04	65	17.114332	6.5296001
4522016	3.4	6.08	57	16.266886	6.6528001
4522023	3.4	6.36	83	46.978073	35.073601
4522024	3.4	6.4	82	48.138897	37.248001
4522025	3.4	6.44	18	3.034009	0.70719999
4522027	3.4	6.52	215	109.43261	75.3936
4522028	3.4	6.56	226	122.3838	97.0784
4522029	3.4	6.6	255	155.66858	150.8848
4522030	3.4	6.64	364	254.77324	279.9664
4522031	3.4	6.68	532	407.7717	441.65121
4522032	3.4	6.72	383	267.93436	286.78079
4522033	3.4	6.76	257	158.68805	155.528
4522034	3.4	6.8	229	126.30561	102.7536
4522035	3.4	6.84	217	111.39352	77.7136
4587523	3.44	4.92	59	11.272802	2.8192
4587524	3.44	4.96	66	13.404613	4.0640001
4587525	3.44	5	73	14.911999	4.4400001
4587526	3.44	5.04	94	25.628658	10.8448
4587527	3.44	5.08	85	19.23628	6.2543998
4587528	3.44	5.12	70	13.510636	3.1503999
4587532	3.44	5.28	184	87.265923	53.387199
4587533	3.44	5.32	225	107.50577	65.248001
4587547	3.44	5.88	55	16.347317	6.7343998
4587548	3.44	5.92	61	17.929689	7.4432001
4587549	3.44	5.96	320	274.43207	356.784
4587550	3.44	6	305	271.99124	359.05759
4587551	3.44	6.04	59	17.108496	6.9679999
4587552	3.44	6.08	54	16.288822	6.8671999
4587563	3.44	6.52	214	116.50597	84.760002
4587564	3.44	6.56	227	132.735	111.3808
4587565	3.44	6.6	246	162.22377	163.20959
4587566	3.44	6.64	284	209.13023	251.856
4587567	3.44	6.68	541	406.59702	437.60159
4587568	3.44	6.72	296	208.37917	242.5984
4587569	3.44	6.76	249	166.24361	168.9968
4587570	3.44	6.8	230	136.85611	117.6336
4587571	3.44	6.84	216	119.03523	88.265602
4653059	3.48	4.92	53	9.7860441	2.1456001
4653060	3.48	4.96	55	9.6227465	2.1631999
4653061	3.48	5	65	12.731128	3.4576001
4653062	3.48	5.04	104	29.844608	12.288
4653063	3.48	5.08	107	28.701813	10.7264
4653064	3.48	5.12	67	12.803747	2.8943999
4653068	3.48	5.28	175	87.678726	57.439999
4653069	3.48	5.32	214	105.90837	66.776001
4653083	3.48	5.88	153	91.236832	75.337601
4653084	3.48	5.92	173	111.46124	98.939201
4653085	3.48	5.96	319	273.52127	361.29919
4653086	3.48	6	321	279.25226	368.31201
4653087	3.48	6.04	170	106.83343	92.526398
4653088	3.48	6.08	153	93.950623	81.172798
4653099	3.48	6.52	279	184.00923	156.0896
4653100	3.48	6.56	280	182.20584	155.1792
4653101	3.48	6.6	279	178.2612	150.56
4653102	3.48	6.64	279	176.21028	148.1264
4653103	3.48	6.68	546	401.89478	430.09439
4653104	3.48	6.72	279	175.60222	146.9856
4653105	3.48	6.76	281	179.05898	150.448
4653106	3.48	6.8	283	183.84343	155.7536
4653107	3.48	6.84	285	189.1093	160.8672
4718595	3.52	4.92	53	11.153886	2.7504001
4718596	3.52	4.96	53	10.258481	2.4047999
4718597	3.52	5	53	9.7986956	2.2320001
4718598	3.52	5.04	53	9.7986956	2.2320001
4718599	3.52	5.08	136	36.515694	12.8288
4718600	3.52	5.12	53	11.153886	2.7504001
4718604	3.52	5.28	197	101.64323	68.876801
4718605	3.52	5.32	228	108.93305	69.020798
4718619	3.52	5.88	154	84.795479	66.756798
4718620	3.52	5.92	185	107.9444	91.236801
4718621	3.52	5.96	315	273.60031	367.36639
4718622	3.52	6	320	278.55991	373.29761
4718623	3.52	6.04	176	102.96487	85.7584
4718624	3.52	6.08	150	82.604904	65.092796
4718635	3.52	6.52	279	174.56334	142.79359
4718636	3.52	6.56	281	173.94872	143.8768
4718637	3.52	6.6	285	170.19998	137.8992
4718638	3.52	6.64	350	199.14301	153.2128
4718639	3.52	6.68	529	395.41711	427.35999
4718640	3.52	6.72	365	207.49899	157.99519
4718641	3.52	6.76	286	170.35776	137.4144
4718642	3.52	6.8	284	174.69962	142.6832
4718643	3.52	6.84	284	178.73549	146.6992
4784133	3.56	5	113	37.637146	15.3488
4784134	3.56	5.04	115	34.503574	12.9872
4784135	3.56	5.08	154	42.56052	14.6336
4784136	3.56	5.12	132	36.775688	13.6352
4784137	3.56	5.16	152	70.46386	58.822399
4784138	3.56	5.2	167	88.366745	81.705597
4784139	3.56	5.24	183	104.89032	102.5216
4784140	3.56	5.28	234	106.96112	70.217598
4784141	3.56	5.32	233	107.29855	69.996803
4784142	3.56	5.36	114	32.078686	11.4752
4784143	3.56	5.4	114	35.139694	13.5712
4784144	3.56	5.44	111	36.618893	14.8096
4784155	3.56	5.88	154	75.37542	53.497601
4784156	3.56	5.92	191	104.98361	84.700798
4784157	3.56	5.96	315	274.51901	374.3056
4784158	3.56	6	322	280.11679	380.64001
4784159	3.56	6.04	181	99.676407	80.113602
4784160	3.56	6.08	151	74.961555	54.513599
4784171	3.56	6.52	283	167.9126	132.4944
4784172	3.56	6.56	286	166.22685	131.70399
4784173	3.56	6.6	297	164.85274	126.8512
4784174	3.56	6.64	368	210.00127	162.336
4784175	3.56	6.68	510	386.5878	425.73441
4784176	3.56	6.72	406	261.6387	241.1024
4784177	3.56	6.76	302	167.18726	127.6304
4784178	3.56	6.8	290	169.08952	133.6544
4784179	3.56	6.84	288	171.28506	134.8208
4849669	3.6	5	114	35.091648	13.5728
4849670	3.6	5.04	123	34.921398	12.784
4849671	3.6	5.08	144	38.394089	12.9232
4849672	3.6	5.12	143	36.483582	11.7696
4849673	3.6	5.16	158	62.884594	46.462399
4849674	3.6	5.2	171	84.542656	75.841599
4849675	3.6	5.24	186	101.04	96.783997
4849676	3.6	5.28	228	104.20677	71.198402
4849677	3.6	5.32	226	105.26564	72.255997
4849678	3.6	5.36	131	36.904808	13.7936
4849679	3.6	5.4	115	32.951805	12.2096
4849680	3.6	5.44	112	34.515949	13.2928
4849691	3.6	5.88	156	68.553345	43.372799
4849692	3.6	5.92	203	107.34419	82.113602
4849693	3.6	5.96	313	273.23203	379.952
4849694	3.6	6	325	282.0802	388.90881
4849695	3.6	6.04	186	96.419052	73.776001
4849696	3.6	6.08	146	63.308136	39.528
4849707	3.6	6.52	284	159.94545	121.0656
4849708	3.6	6.56	293	160.14421	120.928
4849709	3.6	6.6	307	162.11749	118.656
4849710	3.6	6.64	396	245.95044	220.4416
4849711	3.6	6.68	495	376.45529	422.52802
4849712	3.6	6.72	418	283.85822	285.47519
4849713	3.6	6.76	313	164.95998	119.7632
4849714	3.6	6.8	299	163.69766	123.0592
4849715	3.6	6.84	289	162.56738	121.9584
4915205	3.64	5	117	34.660728	12.9792
4915206	3.64	5.04	126	34.173012	11.968
4915207	3.64	5.08	142	36.938423	12.208
4915208	3.64	5.12	143	35.345108	11.1696
4915209	3.64	5.16	161	57.077602	36.708801
4915210	3.64	5.2	179	82.745964	70.935997
4915211	3.64	5.24	202	105.2439	95.414398
4915212	3.64	5.28	223	102.25796	72.734398
4915213	3.64	5.32	216	100.42537	71.982399
4915214	3.64	5.36	152	48.425785	21.9296
4915215	3.64	5.4	115	30.590506	10.6592
4915216	3.64	5.44	109	31.153164	11.192
4915227	3.64	5.88	151	59.021183	31.881599
4915228	3.64	5.92	210	106.3511	77.425598
4915229	3.64	5.96	315	273.56274	386.92319
4915230	3.64	6	324	281.64362	395.70239
4915231	3.64	6.04	195	96.881264	70.246399
4915232	3.64	6.08	146	56.138435	29.788799
4915243	3.64	6.52	289	153.36447	109.8448
4915244	3.64	6.56	298	155.55373	112.1152
4915245	3.64	6.6	319	162.93791	114.3536
4915246	3.64	6.64	408	266.7323	262.7648
4915247	3.64	6.68	481	367.09738	422.88321
4915248	3.64	6.72	428	297.8053	312.62561
4915249	3.64	6.76	323	165.63701	115.9424
4915250	3.64	6.8	304	159.0667	114.2512
4915251	3.64	6.84	296	158.13094	113.5072
4980741	3.68	5	115	31.84926	11.024
4980742	3.68	5.04	131	35.147251	11.9856
4980743	3.68	5.08	141	36.435745	12.0448
4980744	3.68	5.12	142	34.554558	10.8448
4980745	3.68	5.16	160	51.591976	29.384001
4980746	3.68	5.2	183	81.420792	67.038399
4980747	3.68	5.24	219	109.21953	93.384003
4980748	3.68	5.28	221	101.8166	75.070396
4980749	3.68	5.32	215	101.41496	75.440002
4980750	3.68	5.36	165	57.301041	29.283199
4980751	3.68	5.4	116	29.788738	10
4980752	3.68	5.44	108	29.181211	9.8319998
4980763	3.68	5.88	147	53.296783	26.1712
4980764	3.68	5.92	221	108.55283	75.374397
4980765	3.68	5.96	322	276.4371	395.84161
4980766	3.68	6	332	285.353	405.4592
4980767	3.68	6.04	206	98.509697	67.695999
4980768	3.68	6.08	141	49.791374	23.7904
4980779	3.68	6.52	290	147.28296	100.8576
4980780	3.68	6.56	304	151.8914	104.3744
4980781	3.68	6.6	329	165.65765	114.112
4980782	3.68	6.64	411	275.94928	288.4592
4980783	3.68	6.68	469	357.26855	422.10239
4980784	3.68	6.72	432	311.68463	352.74081
4980785	3.68	6.76	332	167.49342	114.6304
4980786	3.68	6.8	310	155.25868	106.3856
4980787	3.68	6.84	302	154.88715	106.1232
5046277	3.72	5	118	33.841423	12.3792
5046278	3.72	5.04	129	34.548061	11.728
5046279	3.72	5.08	140	36.499531	12.1664
5046280	3.72	5.12	141	34.567535	11.0064
5046281	3.72	5.16	155	41.453159	15.7424
5046282	3.72	5.2	198	87.227699	67.772797
5046283	3.72	5.24	230	114.69283	94.8144
5046284	3.72	5.28	219	102.88044	78.811203
5046285	3.72	5.32	214	102.34213	78.692802
5046286	3.72	5.36	164	59.806667	33.16
5046287	3.72	5.4	120	32.692966	12.0528
5046288	3.72	5.44	107	28.217854	9.1264
5046299	3.72	5.88	135	43.395359	18.096001
5046300	3.72	5.92	231	110.6135	74.047997
5046301	3.72	5.96	331	280.10056	405.60321
5046302	3.72	6	344	290.0437	414.82239
5046303	3.72	6.04	214	99.142281	64.971199
5046304	3.72	6.08	128	39.405678	15.5552
5046315	3.72	6.52	295	144.21135	94.32
5046316	3.72	6.56	309	149.26927	98.400002
5046317	3.72	6.6	335	166.22925	112.6432
5046318	3.72	6.64	414	280.33197	301.01599
5046319	3.72	6.68	463	351.0303	421.0896
5046320	3.72	6.72	436	323.82007	392.28961
5046321	3.72	6.76	339	168.24883	113.0608
5046322	3.72	6.8	318	155.04358	102.1008
5046323	3.72	6.84	305	150.08501	97.8256
5111813	3.76	5	121	37.404617	15.0848
5111814	3.76	5.04	132	38.353199	14.464
5111815	3.76	5.08	136	36.413818	12.5728
5111816	3.76	5.12	146	37.00024	12.0064
5111817	3.76	5.16	153	39.571491	13.8912
5111818	3.76	5.2	209	92.075829	69.183998
5111819	3.76	5.24	244	121.80574	97.644798
5111820	3.76	5.28	220	105.93861	83.608002
5111821	3.76	5.32	207	103.07091	82.9552
5111822	3.76	5.36	160	61.18861	36.084801
5111823	3.76	5.4	124	36.65136	15.1152
5111824	3.76	5.44	107	29.307137	9.8752003
5111835	3.76	5.88	122	37.137108	14.6672
5111836	3.76	5.92	240	112.77154	74.070396
5111837	3.76	5.96	347	286.68719	417.47198
5111838	3.76	6	358	296.58817	427.6416
5111839	3.76	6.04	224	100.75686	63.495998
5111840	3.76	6.08	114	33.854713	12.7936
5111851	3.76	6.52	299	141.98611	89.512001
5111852	3.76	6.56	314	147.59059	93.528
5111853	3.76	6.6	337	164.26064	109.52
5111854	3.76	6.64	417	286.9361	320.12799
5111855	3.76	6.68	453	343.44788	423.0816
5111856	3.76	6.72	432	319.89462	395.4624
5111857	3.76	6.76	344	168.46283	112.0896
5111858	3.76	6.8	323	154.02339	98.537598
5111859	3.76	6.84	313	149.66727	93.575996
5177349	3.8	5	109	31.196402	10.6544
5177350	3.8	5.04	126	37.119129	13.9024
5177351	3.8	5.08	139	41.659462	16.3696
5177352	3.8	5.12	141	37.751297	13.0432
5177353	3.8	5.16	155	40.686817	14.4128
5177354	3.8	5.2	224	98.344856	70.321602
5177355	3.8	5.24	253	126.09697	98.214401
5177356	3.8	5.28	217	107.69743	87.603203
5177357	3.8	5.32	197	102.33067	86.049599
5177358	3.8	5.36	161	66.170029	41.585602
5177359	3.8	5.4	128	42.895687	20.6224
5177360	3.8	5.44	111	34.124973	13.4512
5177371	3.8	5.88	74	21.538057	8.9119997
5177372	3.8	5.92	256	119.12682	78.294403
5177373	3.8	5.96	364	292.68958	429.51041
5177374	3.8	6	377	304.03152	440.52481
5177375	3.8	6.04	238	102.69073	61.422401
5177376	3.8	6.08	68	17.727894	6.0960002
5177387	3.8	6.52	303	140.48882	85.760002
5177388	3.8	6.56	319	148.98289	93.767998
5177389	3.8	6.6	338	163.131	108.5744
5177390	3.8	6.64	422	296.21005	346.5376
5177391	3.8	6.68	449	339.70905	427.8208
5177392	3.8	6.72	431	318.48309	402.37759
5177393	3.8	6.76	349	169.20963	111.9536
5177394	3.8	6.8	334	157.92419	99.395203
5177395	3.8	6.84	318	148.97647	90.487999
5242885	3.84	5	108	33.18716	12.0224
5242886	3.84	5.04	113	33.364342	12.0176
5242887	3.84	5.08	117	33.362137	11.9808
5242888	3.84	5.12	132	37.969395	14.1136
5242889	3.84	5.16	169	51.739338	21.5168
5242890	3.84	5.2	249	107.68726	73.529602
5242891	3.84	5.24	266	132.55066	100.816
5242892	3.84	5.28	203	108.31637	92.385597
5242893	3.84	5.32	190	104.76852	91.313599
5242894	3.84	5.36	158	70.562195	47.4272
5242895	3.84	5.4	130	49.633965	27.2768
5242896	3.84	5.44	110	36.539612	15.456
5242906	3.84	5.84	175	73.942566	41.2528
5242907	3.84	5.88	192	83.670395	49.5536
5242908	3.84	5.92	287	129.009	84.5728
5242909	3.84	5.96	377	297.99008	442.24799
5242910	3.84	6	388	308.68948	453.31839
5242911	3.84	6.04	268	108.88148	61.371201
5242912	3.84	6.08	187	81.851807	48.812801
5242923	3.84	6.52	308	140.70105	83.739197
5242924	3.84	6.56	324	149.95047	93.710403
5242925	3.84	6.6	343	163.86635	108.5312
5242926	3.84	6.64	424	307.28412	383.55521
5242927	3.84	6.68	451	341.42999	438.616
5242928	3.84	6.72	430	313.43472	399.44159
5242929	3.84	6.76	354	170.25734	112.2816
5242930	3.84	6.8	339	158.73792	99.094398
5242931	3.84	6.84	323	149.0965	88.708801
5308426	3.88	5.2	293	123.93092	79.9552
5308427	3.88	5.24	278	137.9413	102.7584
5308441	3.88	5.8	171	69.020195	35.774399
5308442	3.88	5.84	194	78.37896	43.075199
5308443	3.88	5.88	221	87.895699	48.6544
5308444	3.88	5.92	301	137.89575	94.939201
5308445	3.88	5.96	389	304.30341	456.36801
5308446	3.88	6	396	312.4252	464.72159
5308447	3.88	6.04	272	107.62782	58.720001
5308448	3.88	6.08	222	90.24276	51.558399
5308449	3.88	6.12	195	84.316086	49.7248
5308450	3.88	6.16	172	73.635239	41.383999
5308459	3.88	6.52	309	139.67505	82.152
5308460	3.88	6.56	325	148.6674	92.311996
5308461	3.88	6.6	345	163.41258	108.1808
5308462	3.88	6.64	429	317.90216	420.3056
5308463	3.88	6.68	454	342.99234	449.16479
5308464	3.88	6.72	429	310.61417	402.83679
5308465	3.88	6.76	358	171.02823	112.8048
5308466	3.88	6.8	347	162.11028	101.0112
5308467	3.88	6.84	334	155.43756	92.924797
5373957	3.92	5	150	73.670654	50.235199
5373958	3.92	5.04	149	65.661499	40.649601
5373959	3.92	5.08	153	62.911175	36.849602
5373960	3.92	5.12	159	60.251488	32.660801
5373961	3.92	5.16	210	88.878517	56.787201
5373962	3.92	5.2	286	132.76213	90.401604
5373963	3.92	5.24	265	122.39809	84.777603
5373964	3.92	5.28	150	44.697933	19.510401
5373965	3.92	5.32	127	34.569172	11.9024
5373966	3.92	5.36	119	33.554199	12.1136
5373967	3.92	5.4	108	31.571213	11.8128
5373968	3.92	5.44	99	31.342567	12.2672
5373969	3.92	5.48	107	43.202358	23.304001
5373970	3.92	5.52	110	39.581543	19.408001
5373971	3.92	5.56	120	40.167877	17.763201
5373972	3.92	5.6	124	40.048847	16.768
5373973	3.92	5.64	122	38.610867	15.7536
5373974	3.92	5.68	116	37.749878	16.0224
5373975	3.92	5.72	88	29.603874	13.4864
5373977	3.92	5.8	192	78.458076	43.134399
5373978	3.92	5.84	215	84.097046	45.220798
5373979	3.92	5.88	260	103.63313	57.129601
5373980	3.92	5.92	332	159.71315	117.008
5373981	3.92	5.96	419	324.58228	481.96161
5373982	3.92	6	430	335.95377	493.11359
5373983	3.92	6.04	302	127.30866	74.436798
5373984	3.92	6.08	261	109.38262	64.6912
5373985	3.92	6.12	223	95.992752	58.588799
5373986	3.92	6.16	192	86.876244	54.348801
5373988	3.92	6.24	103	34.957153	15.456
5373989	3.92	6.28	124	41.605167	17.787201
5373990	3.92	6.32	131	44.179832	18.812799
5373991	3.92	6.36	139	49.607708	22.2432
5373992	3.92	6.4	131	51.785755	26.467199
5373993	3.92	6.44	106	42.808647	23.443199
5373995	3.92	6.52	316	143.47762	85.1856
5373996	3.92	6.56	332	151.53909	95.012802
5373997	3.92	6.6	353	165.08064	109.2576
5373998	3.92	6.64	434	320.62326	434.1264
5373999	3.92	6.68	457	344.6965	459.79999
5374000	3.92	6.72	437	316.72379	416.3504
5374001	3.92	6.76	374	182.48108	122.9776
5374002	3.92	6.8	364	175.40744	113.352
5374003	3.92	6.84	355	170.86453	105.9072
5439493	3.96	5	185	117.08573	112.1152
5439494	3.96	5.04	191	112.57703	102.7488
5439495	3.96	5.08	197	105.93747	90.097603
5439496	3.96	5.12	204	97.703293	74.008003
5439497	3.96	5.16	261	130.72487	96.532799
5439498	3.96	5.2	297	152.69493	113.3136
5439499	3.96	5.24	273	128.67374	88.870399
5439500	3.96	5.28	198	70.046379	34.835201
5439501	3.96	5.32	170	53.941669	23.452801
5439502	3.96	5.36	145	42.912868	17.004801
5439503	3.96	5.4	122	32.501381	11.088
5439504	3.96	5.44	102	29.026098	10.304
5439505	3.96	5.48	153	85.296722	67.243202
5439506	3.96	5.52	175	86.432487	62.627201
5439507	3.96	5.56	191	89.74118	61.571201
5439508	3.96	5.6	194	84.298515	51.915199
5439509	3.96	5.64	190	76.86618	42.6096
5439510	3.96	5.68	171	60.687313	27.739201
5439511	3.96	5.72	141	48.196354	21.4816
5439513	3.96	5.8	225	89.903557	49.743999
5439514	3.96	5.84	278	115.30897	64.2976
5439515	3.96	5.88	332	145.04651	84.304001
5439516	3.96	5.92	400	208.79576	161.0544
5439517	3.96	5.96	483	370.88358	528.08801
5439518	3.96	6	490	379.14676	537.09277
5439519	3.96	6.04	363	165.97176	102.08
5439520	3.96	6.08	325	145.84183	89.228798
5439521	3.96	6.12	277	120.31478	72.9552
5439522	3.96	6.16	220	97.325882	61.363201
5439524	3.96	6.24	148	48.530956	20.2048
5439525	3.96	6.28	174	65.999504	33.8288
5439526	3.96	6.32	197	88.172066	56.905602
5439527	3.96	6.36	200	96.457352	67.919998
5439528	3.96	6.4	208	108.07849	81.5168
5439529	3.96	6.44	202	115.37553	91.830399
5439531	3.96	6.52	321	143.32928	84.496002
5439532	3.96	6.56	347	156.30609	98.302399
5439533	3.96	6.6	375	176.51581	117.7232
5439534	3.96	6.64	459	337.15005	455.4592
5439535	3.96	6.68	486	366.6636	487.15201
5439536	3.96	6.72	466	340.78439	444.74881
5439537	3.96	6.76	408	211.69891	151.90559
5439538	3.96	6.8	399	210.28708	152.4064
5439539	3.96	6.84	393	212.45503	156.064
5505029	4	5	221	165.45439	185.3392
5505030	4	5.04	229	161.80005	175.1456
5505031	4	5.08	241	160.19992	166.4976
5505032	4	5.12	258	161.24843	159.7424
5505033	4	5.16	310	194.51041	183.4832
5505034	4	5.2	344	221.51744	207.45441
5505035	4	5.24	341	205.2357	181.5984
5505036	4	5.28	286	158.2099	134.3568
5505037	4	5.32	265	142.50206	118.7968
5505038	4	5.36	258	136.15849	110.08
5505039	4	5.4	249	129.25566	101.6464
5505040	4	5.44	249	125.07973	94.492798
5505041	4	5.48	250	121.78426	88.390404
5505042	4	5.52	238	115.8061	82.091202
5505043	4	5.56	237	113.90524	78.416
5505044	4	5.6	236	110.88589	73.686401
5505045	4	5.64	242	111.31292	71.192001
5505046	4	5.68	249	111.78013	68.705597
5505047	4	5.72	260	112.25354	66.116798
5505048	4	5.76	282	117.07362	65.849602
5505049	4	5.8	293	121.7231	67.7808
5505050	4	5.84	310	127.08616	69.265602
5505051	4	5.88	363	161.99287	95.816002
5505052	4	5.92	414	220.96396	179.81599
5505053	4	5.96	490	377.1395	544.74561
5505054	4	6	498	385.00595	552.94562
5505055	4	6.04	379	176.48697	112.7952
5505056	4	6.08	354	160.30405	98.262398
5505057	4	6.12	305	128.18185	74.446404
5505058	4	6.16	289	123.01432	74.047997
5505059	4	6.2	272	119.01837	74.419197
5505060	4	6.24	248	115.15382	76.793602
5505061	4	6.28	239	114.16952	79.110397
5505062	4	6.32	228	113.31559	82.870399
5505063	4	6.36	227	115.73747	87.203201
5505064	4	6.4	233	120.86758	93.515198
5505065	4	6.44	255	133.23369	102.8464
5505066	4	6.48	334	178.95193	136.328
5505067	4	6.52	474	257.5593	195.4064
5505068	4	6.56	480	269.66663	215.0192
5505069	4	6.6	487	282.43597	234.9408
5505070	4	6.64	553	437.64215	581.55841
5505071	4	6.68	569	463.68814	617.95679
5505072	4	6.72	540	431.9949	570.9552
5505073	4	6.76	475	297.66382	270.85919
5505074	4	6.8	462	292.99069	269.37921
5505075	4	6.84	449	288.84985	267.944
5570565	4.04	5	226	169.46622	189.64481
5570566	4.04	5.04	236	166.9639	180.0096
5570567	4.04	5.08	248	165.63522	171.216
5570568	4.04	5.12	265	165.21123	162.3744
5570569	4.04	5.16	307	191.85428	181.63361
5570570	4.04	5.2	347	225.13086	212.25281
5570571	4.04	5.24	338	202.77597	178.88
5570572	4.04	5.28	289	160.00456	136.23039
5570573	4.04	5.32	272	146.90936	122.2992
5570574	4.04	5.36	261	137.57834	111.4464
5570575	4.04	5.4	258	132.72009	104.0336
5570576	4.04	5.44	257	128.58575	97.300797
5570577	4.04	5.48	257	125.27472	91.257599
5570578	4.04	5.52	254	123.02786	86.451202
5570579	4.04	5.56	249	119.0877	81.137604
5570580	4.04	5.6	247	116.26254	76.776001
5570581	4.04	5.64	253	115.63113	73.295998
5570582	4.04	5.68	261	115.89314	70.547203
5570583	4.04	5.72	279	119.4416	69.321602
5570584	4.04	5.76	288	119.10681	66.964798
5570585	4.04	5.8	297	121.75052	67.318398
5570586	4.04	5.84	312	126.3956	68.300797
5570587	4.04	5.88	364	163.61322	97.9776
5570588	4.04	5.92	420	230.38477	199.79201
5570589	4.04	5.96	494	382.50961	561.52319
5570590	4.04	6	501	389.88315	569.4624
5570591	4.04	6.04	387	181.46663	118.744
5570592	4.04	6.08	361	164.21957	101.552
5570593	4.04	6.12	306	126.65654	72.761597
5570594	4.04	6.16	289	121.38583	72.585602
5570595	4.04	6.2	274	118.78155	73.915199
5570596	4.04	6.24	268	120.91976	78.590401
5570597	4.04	6.28	238	113.24891	78.68
5570598	4.04	6.32	235	116.26037	84.414398
5570599	4.04	6.36	232	117.85336	88.519997
5570600	4.04	6.4	239	123.75728	95.662399
5570601	4.04	6.44	261	133.78737	102.9392
5570602	4.04	6.48	366	185.87395	136.06081
5570603	4.04	6.52	481	262.01947	200.776
5570604	4.04	6.56	487	275.28873	221.8736
5570605	4.04	6.6	489	284.27887	238.4016
5570606	4.04	6.64	556	443.81863	599.19202
5570607	4.04	6.68	566	463.72784	628.71039
5570608	4.04	6.72	539	434.52194	584.21118
5570609	4.04	6.76	480	305.80246	285.72321
5570610	4.04	6.8	466	297.93945	276.21759
5570611	4.04	6.84	456	296.29083	276.64319
5636101	4.08	5	226	169.37532	188.7856
5636102	4.08	5.04	232	165.11362	178.62399
5636103	4.08	5.08	246	164.02502	169.67039
5636104	4.08	5.12	276	178.13734	175.78239
5636105	4.08	5.16	303	188.34338	179.05119
5636106	4.08	5.2	351	226.74525	212.9216
5636107	4.08	5.24	332	196.33717	172.01601
5636108	4.08	5.28	285	157.63307	135.1344
5636109	4.08	5.32	275	151.81807	127.736
5636110	4.08	5.36	249	132.66187	109.5984
5636111	4.08	5.4	245	129.65561	104.7456
5636112	4.08	5.44	242	125.59612	97.798401
5636113	4.08	5.48	234	120.2196	91.334396
5636114	4.08	5.52	234	117.21037	85.7696
5636115	4.08	5.56	236	115.60161	81.905602
5636116	4.08	5.6	241	115.46832	78.487999
5636117	4.08	5.64	248	115.23258	74.896004
5636118	4.08	5.68	253	114.50205	71.499199
5636119	4.08	5.72	268	118.02531	71.225601
5636120	4.08	5.76	290	123.14875	71.047997
5636121	4.08	5.8	300	127.12801	71.982399
5636122	4.08	5.84	315	132.60551	74.024002
5636123	4.08	5.88	368	169.48622	103.9744
5636124	4.08	5.92	430	246.19586	227.9024
5636125	4.08	5.96	497	391.44199	583.22717
5636126	4.08	6	505	399.48822	591.59839
5636127	4.08	6.04	391	188.57324	126.8368
5636128	4.08	6.08	362	168.52315	106.2112
5636129	4.08	6.12	310	132.42831	77.928001
5636130	4.08	6.16	294	127.83385	78.015999
5636131	4.08	6.2	284	127.00666	80.620796
5636132	4.08	6.24	257	121.75768	82.401604
5636133	4.08	6.28	251	122.72186	86.468803
5636134	4.08	6.32	237	120.19675	89.199997
5636135	4.08	6.36	238	124.23988	95.675201
5636136	4.08	6.4	240	128.13878	101.4288
5636137	4.08	6.44	265	143.87019	114.632
5636138	4.08	6.48	316	190.69547	159.2608
5636139	4.08	6.52	474	266.84833	213.024
5636140	4.08	6.56	478	275.44342	229.0224
5636141	4.08	6.6	490	294.9534	262.9584
5636142	4.08	6.64	552	445.46164	613.39362
5636143	4.08	6.68	568	472.28613	653.48322
5636144	4.08	6.72	539	438.18146	598.27838
5636145	4.08	6.76	484	318.10138	313.42401
5636146	4.08	6.8	469	304.20184	288.2496
5636147	4.08	6.84	458	301.13504	286.3248
5701637	4.12	5	161	88.065269	72.468803
5701638	4.12	5.04	161	78.387856	56.952
5701639	4.12	5.08	168	74.913773	50.8592
5701640	4.12	5.12	198	90.744408	62.915199
5701641	4.12	5.16	223	100.22327	69.463997
5701642	4.12	5.2	268	132.9408	98.529602
5701643	4.12	5.24	248	104.4622	63.3312
5701644	4.12	5.28	182	63.699406	32.075199
5701645	4.12	5.32	155	50.391361	23.8752
5701646	4.12	5.36	131	37.566898	14.8752
5701647	4.12	5.4	117	32.165054	11.4128
5701648	4.12	5.44	101	29.515745	10.8608
5701649	4.12	5.48	153	86.781372	69.915199
5701650	4.12	5.52	165	84.91188	64.820801
5701651	4.12	5.56	176	81.621719	55.708801
5701652	4.12	5.6	181	78.428665	49.2048
5701653	4.12	5.64	180	71.164207	38.683201
5701654	4.12	5.68	166	58.658363	26.739201
5701655	4.12	5.72	137	46.550293	20.6896
5701657	4.12	5.8	217	85.843216	46.577599
5701658	4.12	5.84	267	108.36539	58.913601
5701659	4.12	5.88	331	149.47006	91.849602
5701660	4.12	5.92	413	245.20995	247.14079
5701661	4.12	5.96	477	385.18423	594.39362
5701662	4.12	6	486	393.4194	602.39838
5701663	4.12	6.04	369	178.6145	122.5456
5701664	4.12	6.08	321	145.57776	90.811203
5701665	4.12	6.12	265	113.95901	68.608002
5701666	4.12	6.16	215	95.404579	60.5504
5701668	4.12	6.24	145	47.128368	19.340799
