Ref	x1	y1	x2	y2	Connectivity	Line Length
552	532151.559428	184344.737703	532467.9222	184298.767718	5	319.68521
553	532126.163226	184073.414024	532546.372759	184062.610646	5	420.34839
554	532532.763551	183974.089967	532584.490376	183864.218218	2	121.43914
555	532631.895052	183998.522448	532632.387207	183877.743771	2	120.77968
556	532582.355319	183864.623056	532634.69401	183884.072537	2	55.835659
557	532934.235328	184040.687683	532934.247379	184040.690753	1	0.012435302
558	532167.934598	183901.818224	532792.413758	184004.562433	7	632.87488
559	532368.508548	184092.677579	532506.956582	183612.623908	4	499.61923
560	532478.124198	183964.520986	532594.152127	183661.701955	4	324.28668
561	532590.210249	183956.03771	532598.676791	183921.536821	0	35.524551
562	532306.05875	184266.992332	532414.219172	184122.529385	3	180.46667
563	532412.630606	184123.573809	532477.551415	184130.362486	2	65.274788
564	532439.682428	184049.515329	532661.721044	184125.743623	5	234.75923
565	532847.771489	183350.898751	532995.822217	183426.742101	2	166.34673
566	532774.026261	183284.142626	532909.818834	183159.196609	2	184.52948
567	532709.490275	183812.886376	532835.431428	183979.968037	2	209.23062
568	532463.943732	184141.842329	532481.318515	184025.961742	3	117.17591
569	533323.064517	183697.391573	533469.816857	183830.537895	3	198.15195
570	529846.791844	185094.627525	532736.351417	185388.776756	16	2904.4927
571	530347.847156	185292.772305	530632.54739	185377.731381	3	297.10651
572	530537.847519	185421.393549	530918.45134	185724.218064	2	486.37634
573	530524.468228	184838.411754	530539.002713	185369.052417	5	530.83966
574	530335.169085	184982.866758	530559.280279	185043.45439	5	232.1566
575	530707.024701	184994.505864	530707.477025	185313.557473	6	319.05194
576	531131.431446	185132.77165	531131.431446	185359.356031	3	226.58438
577	530501.676063	185036.509115	530743.403575	185005.682885	5	243.68513
578	530485.48235	185236.499696	530775.181629	185251.675793	2	290.0965
579	532544.992916	185376.432414	536042.612412	185481.987222	23	3499.2119
580	532310.185466	184245.557105	532320.564971	184501.568004	4	256.22122
581	532121.12861	185156.54299	532552.782294	185237.529808	4	439.18533
582	532107.183652	185396.499385	532132.218217	185032.528489	3	364.83084
583	532191.417756	185229.891994	532195.30118	185165.700369	1	64.308983
584	532227.588839	185421.387179	532353.359001	185033.968077	5	407.3226
585	532340.076208	185033.038343	532571.18527	185093.24111	7	238.82162
586	532292.197138	184848.611134	532351.520352	185047.074325	6	207.13977
587	532229.872721	184909.583681	532315.159633	184905.404877	1	85.389229
588	532325.041594	185475.024213	532348.317401	185387.959135	1	90.122643
589	532458.491775	185549.400536	532569.709404	185090.511891	8	472.17386
590	532152.369147	185079.734976	532567.540953	185166.15024	5	424.06982
591	532505.002165	184692.345865	532564.119253	185172.2285	11	483.51025
592	532493.279792	184439.273909	532535.484156	184977.034374	10	539.41406
593	532413.044998	184681.548955	532522.168382	184724.926539	5	117.42882
594	532420.308897	184743.211305	532517.328531	184691.706048	5	109.84353
595	532429.914393	184932.976985	532437.846142	184731.124765	4	202.008
596	532009.678491	184830.207924	532529.209664	184878.852478	9	521.80353
597	532372.718405	184867.085846	532373.015227	184842.802797	1	24.284863
598	532504.045738	185004.586487	532549.212182	185000.827563	2	45.32259
599	532491.752352	185014.083768	532511.903281	185000.927534	2	24.065462
600	532485.923093	185077.915497	532494.522692	185006.585915	2	71.8461
601	532302.552935	184898.146955	532338.509646	184465.290859	6	434.34695
602	532317.204408	184488.844117	532511.697154	184540.679279	4	201.28168
603	532213.209452	184469.899539	532283.614029	184859.398047	3	395.81042
604	532308.596564	184714.189612	532401.765755	184708.591215	4	93.337242
605	532366.674775	184706.551798	532438.83555	184748.32984	4	83.382149
606	532364.234237	184719.448107	532433.970963	184679.939416	4	80.15078
607	532419.863664	184513.347103	532429.197073	184691.626071	3	178.52312
608	532265.046152	185108.326792	532280.447926	185063.909506	2	47.011806
609	532217.315493	185054.60217	532281.701175	185065.339097	1	65.274788
610	532186.140917	185093.121144	532191.566167	184988.940965	2	104.32134
611	532041.019596	185001.127477	532339.05382	184982.842711	3	298.5946
612	532407.413622	185053.812396	532420.646945	184986.251735	2	68.84449
613	532389.225017	184981.093212	532448.243164	184992.469955	3	60.104675
614	532393.190891	184988.731026	532405.913021	184918.541117	2	71.333557
615	532402.705692	184920.420579	532458.079522	184929.657935	3	56.139023
616	532441.853242	184998.858127	532456.521206	184922.75991	2	77.498955
617	532481.890775	185659.270838	533213.475046	185960.194699	11	791.0567
618	532608.229846	185714.42505	532641.597608	185570.396278	4	147.84348
619	532494.571678	185595.329141	532951.496475	185784.285053	4	494.45386
620	532625.536229	185598.818142	532683.573214	185540.914717	2	81.982307
621	532574.680692	185537.425716	532637.565773	185598.768157	2	87.848892
622	532379.782201	185516.78321	532897.788147	185508.254066	5	518.07617
623	532630.128728	185133.831243	532743.226231	185136.430499	1	113.12737
624	532738.996515	185055.073787	532759.807049	185810.347593	11	755.56042
625	532822.02428	185582.532804	533308.048429	185701.947063	4	500.479
626	532819.806359	185651.992921	532833.113887	185458.518303	3	193.93173
627	532892.313426	185655.881808	532896.19685	185591.690183	3	64.308983
628	532841.070371	185674.086597	532903.073231	185644.20515	2	68.827721
629	532882.666705	185645.484784	533018.964367	185679.897592	3	140.57487
630	532928.484509	185847.376993	533171.791246	185088.690552	12	796.74542
631	533040.971878	185459.028157	533342.086167	185539.229407	3	311.61203
632	533040.869687	185902.686787	533064.145494	185815.621709	1	90.122643
633	532853.264817	185505.72479	533314.949235	185601.821346	5	471.57932
634	532896.584368	185272.381584	533323.615384	185304.842292	5	428.263
635	532501.860312	185272.591524	533064.346626	185283.848301	5	562.59894
636	533003.448605	185324.136769	533056.976395	184798.314821	5	528.53943
637	532730.99056	185073.218594	532910.240585	184975.770777	5	204.02609
638	532887.833761	184954.200538	532984.509699	185285.387861	5	345.00909
639	533009.492234	185140.179426	533223.840618	185128.424782	4	214.67044
640	533120.759334	184991.97773	533164.669849	185152.192991	4	166.12364
641	532535.080541	185099.055441	532800.075927	185049.795298	6	269.535
642	532965.941822	185534.316606	532981.343596	185489.89932	2	47.011806
643	532918.211163	185480.591984	532982.596845	185491.328911	1	65.274788
644	532887.036587	185519.110958	532892.461837	185414.930779	2	104.32134
645	532632.107543	185205.900614	532744.809283	185207.600127	2	112.71455
646	532964.061948	185729.530726	533287.399961	185848.0167	3	344.36377
647	533160.485194	185038.203824	533312.377108	184720.549657	5	352.10129
648	532525.968737	184938.195076	533310.15909	185042.780793	10	791.13379
649	532783.202604	184722.352915	533016.354731	184679.635872	7	237.03304
650	532833.457546	184793.601953	532842.931078	184708.739877	1	85.389229
651	532637.546794	184576.413333	532697.76898	184475.60254	4	117.42882
652	532664.201797	184475.083512	532699.578469	184579.074338	3	109.84353
653	532790.659095	184784.017491	532807.61867	184536.424288	5	248.17337
654	532688.116711	184815.503368	532809.549225	184814.234469	2	121.43914
655	532680.465774	184864.681718	532790.476516	184914.535179	2	120.77968
656	532685.258845	184869.414696	532689.373959	184813.730886	2	55.835659
657	532702.892582	185206.980301	532702.89481	185206.968067	1	0.012435302
658	532729.11626	185062.986031	532803.692966	184653.485179	9	416.23627
659	532491.67071	184640.231707	532833.755893	184720.028022	5	351.26874
660	532499.975473	184739.94504	532792.482948	184732.546172	3	292.60104
661	532734.319602	184852.272505	532769.212115	184858.943804	1	35.524551
662	532653.115703	184684.729984	532662.444623	184591.860121	3	93.337242
663	532654.836092	184626.176973	532707.585566	184561.600854	3	83.382149
664	532639.294461	184555.498451	532667.178268	184630.642585	4	80.15078
665	532472.584102	184542.862363	532650.07041	184562.074685	3	178.52312
666	532893.717797	184994.635461	532923.188084	184697.498736	4	298.5946
667	531538.538439	185607.847884	531861.827826	185191.773577	6	526.90973
668	531733.704075	185347.638093	532464.148204	185651.318997	8	791.0567
669	531783.992688	185523.353816	531862.097157	185397.825387	4	147.84348
670	531697.519714	185401.860209	532154.444511	185590.816121	5	494.45386
671	531792.696598	185491.889357	531792.885564	185573.871444	3	81.982307
672	531713.333946	185499.431572	531801.177268	185500.421101	3	87.848892
673	531610.700038	185649.814566	531730.360655	185490.95743	4	198.88251
674	531620.035263	185437.486389	531921.465017	185748.290708	7	432.96561
675	531650.997901	185688.805133	531795.073611	185570.13741	4	186.65433
676	531609.716111	185644.426899	531651.845197	185688.831412	3	61.209644
677	531419.603835	185873.139547	531638.856727	185672.455379	5	297.2305
678	531467.531654	185824.307266	531549.43165	185902.346948	2	113.12737
679	531488.975827	185956.953711	532119.186289	185356.969123	9	870.14178
680	531920.292545	185642.195846	532283.069773	185889.736651	4	439.18533
681	531840.552788	185737.82088	531967.781488	185591.457031	2	193.93173
682	531979.268684	185688.10056	532021.857493	185639.915095	3	64.308983
683	531998.439307	185590.835022	532021.227472	185655.780807	2	68.827721
684	532007.685046	185640.46198	532354.176342	185846.716386	4	403.23331
685	531998.119894	185892.991515	532182.715114	185529.898829	7	407.3226
686	531988.060055	185884.268177	532194.187825	186004.879594	7	238.82162
687	531823.906145	185981.011624	532006.0751	185882.414698	6	207.13977
688	531822.849706	185893.828664	531880.274702	185957.02431	1	85.389229
689	532311.198579	185678.393526	532356.214415	185600.318783	1	90.122643
690	532191.215405	186005.769276	532436.590975	185602.36008	8	472.17386
691	531888.159585	185718.634809	532243.102999	185950.691698	5	424.06982
692	531983.707795	186179.165119	532196.631823	185988.747422	5	285.64932
693	531651.967629	186274.379	531834.720544	186117.859235	5	240.61809
694	531474.732813	185635.481035	531880.879584	186024.791155	5	562.59894
695	532084.042336	186020.220067	532125.476384	186066.896386	2	62.413612
696	532082.047427	186004.814029	532087.020575	186028.360031	2	24.065462
697	532078.712944	186012.078587	532123.004546	185955.509016	2	71.8461
698	531418.778869	186104.345157	531495.361206	186318.654076	1	227.58112
699	531405.175343	186133.522312	531496.123753	185938.454076	2	215.22832
700	531967.651931	185820.298893	531988.120213	185777.976802	2	47.011806
701	531916.385431	185782.297886	531969.548841	185820.172013	1	65.274788
702	531851.781007	185810.594354	531921.521881	185733.01115	3	104.32134
703	531753.813062	185695.637567	531951.88356	185919.080645	5	298.5946
704	532012.052858	185974.295815	532050.402192	185917.121587	2	68.84449
705	531986.165178	185955.754619	532035.980691	185989.384765	3	60.104675
706	531953.798994	186011.823186	531994.367226	185953.148707	2	71.333557
707	531952.855903	186008.227366	531998.580495	186040.798082	3	56.139023
708	531992.605316	186044.580718	532035.969035	185980.349295	3	77.498955
709	532589.748562	185685.358288	532589.937528	185767.340375	3	81.982307
710	532510.38591	185692.900503	532598.229233	185693.890033	3	87.848892
711	532406.805014	185844.840392	532526.465631	185685.983256	3	198.88251
712	532357.833442	185569.858724	532718.516981	185941.75964	8	518.07617
713	532448.049865	185882.274065	532592.125576	185763.606342	3	186.65433
714	532406.768075	185837.89583	532448.897161	185882.300344	3	61.209644
715	532216.655799	186066.608479	532435.908691	185865.92431	5	297.2305
716	532360.533068	186075.917366	532834.203129	185630.446297	10	650.23676
717	532717.344509	185835.664778	532936.586571	185985.264456	3	265.41882
718	532637.604753	185931.289811	532764.833452	185784.925963	3	193.93173
719	532776.320648	185881.569492	532818.909457	185833.384027	3	64.308983
720	532795.491271	185784.303954	532818.279437	185849.249739	3	68.827721
721	532804.73701	185833.930912	533151.228306	186040.185318	3	403.23331
722	532795.171858	186086.460447	532929.800941	185821.402824	6	297.28864
723	532785.112019	186077.737108	532991.239789	186198.348525	3	238.82162
724	532620.958109	186174.480555	532803.127064	186075.88363	5	207.13977
725	532487.895562	185923.221154	532677.326666	186150.493242	2	295.86609
726	532685.211549	185912.103741	533069.580712	186166.970325	5	461.19046
727	532596.323721	186341.331993	532783.926762	186029.330587	5	364.06012
728	532563.33634	186239.667079	532671.224339	186286.032017	4	117.42882
729	532612.030176	186201.145396	532644.334769	186306.131177	3	109.84353
730	532271.784777	185828.949967	532505.439737	186045.768275	4	318.7551
731	532414.079667	186283.737681	532456.17094	185958.238507	5	328.20935
732	532406.790925	186170.698068	532571.998535	186193.879467	4	166.82605
733	532548.169142	186189.216154	532628.760769	186210.607084	3	83.382149
734	532555.549979	186178.362848	532577.01348	186255.586328	4	80.15078
735	532486.543697	186326.291197	532581.88812	186243.941337	3	125.98436
736	532172.735117	185975.263057	532257.346144	186098.20954	5	149.24767
737	532764.703896	186013.767825	532785.172178	185971.445734	2	47.011806
738	532713.437395	185975.766818	532766.600805	186013.640945	1	65.274788
739	532648.832971	186004.063285	532718.573845	185926.480081	3	104.32134
740	532550.865026	185889.106499	532748.935524	186112.549577	4	298.5946
741	532809.104823	186167.764747	532847.454156	186110.590519	2	68.84449
742	532783.217143	186149.223551	532833.032655	186182.853696	1	60.104675
743	532316.886414	185968.154353	532397.870761	186046.551458	2	112.71455
744	532484.706693	186858.233085	532611.716116	186297.509083	5	574.92853
745	532495.053707	186542.844571	532547.315567	186321.624765	2	227.30927
746	532302.445571	186337.954854	532403.929434	186201.815503	3	169.80252
747	532279.867123	186136.157785	533301.964636	186916.681637	8	1286.0408
748	532220.466605	186717.486676	532406.996132	186319.880711	4	439.18533
749	532299.880114	186256.408398	532464.657849	186358.671862	2	193.93173
750	532371.082371	186385.421764	532425.442087	186419.782599	3	64.308983
751	532409.678901	186421.690404	532470.160245	186388.838273	2	68.827721
752	532274.274318	186780.824005	532422.642422	186405.878671	4	403.23331
753	532171.81854	186436.70136	532559.699344	186561.040314	8	407.3226
754	532092.624676	186648.101237	532178.826247	186425.3793	6	238.82162
755	532057.146411	186278.751138	532183.528486	186442.868331	7	207.13977
756	532089.81472	186330.573787	532143.045525	186263.807019	1	85.389229
757	532433.590954	186711.557255	532517.844537	186743.548266	1	90.122643
758	532091.272428	186645.308703	532528.645281	186823.221988	7	472.17386
759	532153.918759	186687.75042	532326.411557	186300.346934	5	424.06982
760	531805.981463	186360.120561	532160.850721	186688.525773	8	483.51025
761	531638.584156	186248.397279	532019.187977	186551.221795	2	486.37634
762	531822.388527	186393.090056	531850.957699	186279.189528	4	117.42882
763	531798.259009	186369.749287	531896.750706	186321.11816	4	109.84353
764	531876.694323	186328.286208	532045.128842	186439.807703	4	202.008
765	531943.18184	186488.754835	532093.982912	186228.396289	7	300.87793
766	531995.178958	186015.230887	532011.499862	186166.344763	4	151.99268
767	532367.752182	186017.395091	532367.759246	186017.384856	1	0.012435302
768	532023.011316	186341.976255	532159.436339	186124.137174	5	257.03241
769	532005.204751	186340.939274	532025.083457	186354.888884	1	24.284863
770	532030.47336	186576.266049	532059.917927	186541.810938	2	45.32259
771	532052.35698	186546.04898	532074.808779	186537.385081	2	24.065462
772	532067.105483	186535.251582	532130.013549	186569.956592	2	71.8461
773	531792.763214	186130.980154	532091.292124	186316.102313	6	351.26874
774	531936.680417	186133.867962	532070.915572	186278.089735	3	197.02538
775	531769.516237	186138.516602	532468.845803	186177.575543	11	700.41949
776	531879.493338	186285.839527	531938.482345	186213.506013	3	93.337242
777	531890.077738	186339.143359	531898.344779	186256.172049	4	83.382149
778	531837.422918	186295.229987	531910.236094	186261.727914	4	80.15078
779	531710.480298	186186.429316	531849.69618	186298.185485	4	178.52312
780	532238.723078	186395.032465	532283.767347	186408.490685	2	47.011806
781	532239.150794	186396.884875	532268.06354	186338.36265	2	65.274788
782	532138.690872	186395.216436	532327.693221	186164.052331	4	298.5946
783	532006.439739	186419.175581	532156.333518	186492.162275	2	166.71893
784	532359.977566	186772.190756	532443.278589	186521.044007	2	264.6011
785	531690.869932	185858.91738	531813.409667	185746.421847	3	166.34673
786	531532.648741	185734.155051	531602.657669	185904.88841	2	184.52948
787	532171.469385	186298.572254	532274.102964	186355.110223	2	117.17591
788	532180.862253	185533.543345	532356.687285	185442.166375	1	198.15195
789	534574.657185	184195.402125	535121.140847	184069.916781	5	560.70575
790	534563.562293	184974.129007	534591.680522	184183.57219	13	791.0567
791	534583.836146	184321.202178	534730.488454	184302.472644	3	147.84348
792	534698.25765	184297.281735	534772.712856	184331.596753	3	81.982307
793	534702.482315	184308.545155	534738.166945	184228.270404	3	87.848892
794	534723.371547	184240.220974	534917.631564	184197.591186	3	198.88251
795	534720.705827	184117.649614	534877.736194	184521.135283	7	432.96561
796	534768.406805	184332.030894	534936.296866	184250.466403	3	186.65433
797	534913.143151	184194.45284	534935.967883	184251.247666	3	61.209644
798	534926.488964	184232.619061	535200.253338	184116.864865	5	297.2305
799	535135.896953	184140.101114	535172.737595	184247.061707	2	113.12737
800	534562.260508	184461.164981	535247.561401	184214.840549	8	728.22595
801	534781.768492	184475.883822	534855.733432	184908.796002	4	439.18533
802	534715.861565	184497.92705	534901.915218	184443.21365	2	193.93173
803	534737.396022	184567.271591	534798.940809	184548.619916	3	64.308983
804	534702.527951	184525.540516	534752.082699	184573.306429	2	68.827721
805	534743.795646	184554.614492	534787.00774	184955.52572	4	403.23331
806	534570.382231	184667.696421	534977.366153	184651.089755	7	407.3226
807	534973.624979	184638.310842	534997.432303	184875.942875	7	238.82162
808	534964.437135	184653.917275	535129.944616	184529.361442	7	207.13977
809	535051.122321	184492.091746	535084.660673	184570.618804	1	85.389229
810	534553.928547	184777.71118	534643.657919	184769.301014	2	90.122643
811	534530.528166	184928.685384	534999.479085	184873.611031	10	472.17386
812	534864.645343	184478.50485	534927.795663	184897.846314	6	424.06982
813	534920.9074	184896.748538	535350.389301	184674.650654	11	483.51025
814	535094.007101	184802.106005	535583.637988	184575.767496	10	539.41406
815	535325.798299	184702.06346	535328.577977	184584.667544	5	117.42882
816	535273.276435	184612.894289	535355.270169	184685.987575	5	109.84353
817	535098.658423	184687.806427	535290.701247	184625.142364	4	202.008
818	535098.509015	184438.08928	535183.89869	184762.124056	9	335.09689
819	535006.882355	184457.093469	535127.063137	184439.656582	3	121.43914
820	534991.75315	184409.678765	535092.77961	184343.486731	2	120.77968
821	534995.760614	184404.264446	535008.397438	184458.651315	2	55.835659
822	534961.226757	184068.007254	535146.018893	184599.391705	10	562.59894
823	535140.584411	184611.286922	535163.459076	184603.131906	1	24.284863
824	535057.251555	184782.193123	535076.462555	184823.242784	2	45.32259
825	535044.075999	184773.963275	535063.41164	184788.29085	2	24.065462
826	534982.19293	184790.665242	535052.06928	184773.957217	2	71.8461
827	535087.088601	184556.27616	535505.489654	184439.666367	6	434.34695
828	535476.003253	184427.867158	535494.940716	184628.255992	4	201.28168
829	535227.765574	184213.634501	535495.623878	184458.249491	5	362.74588
830	535116.848257	184525.058811	535457.651802	184323.765899	3	395.81042
831	535074.86778	184403.586458	535108.522419	184392.212847	1	35.524551
832	535261.69466	184498.056288	535299.301714	184583.481985	3	93.337242
833	535274.910697	184632.04541	535289.027295	184549.866922	4	83.382149
834	535276.086116	184552.057106	535337.354799	184603.732014	4	80.15078
835	535324.737621	184603.313977	535488.678393	184532.646259	3	178.52312
836	535103.370078	184075.733181	535258.968139	183992.153113	2	176.62498
837	535153.166046	184036.181063	535273.723864	184270.284958	4	263.32266
838	534876.965263	184594.098185	534923.966796	184593.115427	2	47.011806
839	534910.769279	184530.680211	534923.061435	184594.787158	1	65.274788
840	534863.821121	184514.823476	534963.40089	184483.729864	3	104.32134
841	534899.688958	184346.786186	535020.341176	184619.919439	2	298.5946
842	534977.529877	184708.67163	535045.481163	184697.617833	2	68.84449
843	535039.405946	184666.3602	535049.233996	184725.655911	3	60.104675
844	535033.620864	184672.731791	535103.86021	184660.285498	2	71.333557
845	535100.983846	184657.930531	535111.552469	184713.065765	3	56.139023
846	535041.024265	184721.882297	535117.479941	184709.2088	2	77.498955
847	535069.000684	184166.986037	535106.547618	184273.263025	2	112.71455
848	534693.249139	184660.132058	534706.694412	184924.391352	2	264.6011
849	534407.504716	185779.34208	534453.692303	184480.757033	15	1299.4061
850	534427.77857	185126.415252	534574.430877	185107.685717	4	147.84348
851	534481.481436	185472.577643	534499.988673	184978.470277	4	494.45386
852	534542.200073	185102.494808	534616.65528	185136.809827	3	81.982307
853	534546.424738	185113.758229	534582.109368	185033.483477	3	87.848892
854	534569.123813	185045.221496	534763.38383	185002.591709	3	198.88251
855	534533.779885	184843.547182	534721.678617	185326.348356	8	518.07617
856	534612.349228	185137.243968	534780.239289	185055.679477	3	186.65433
857	534757.085574	184999.665913	534779.910306	185056.46074	3	61.209644
858	534770.431387	185037.832134	535044.195761	184922.077939	5	297.2305
859	534979.839376	184945.314188	535016.680018	185052.274781	2	113.12737
860	534390.468496	185301.871061	535091.503824	185020.053622	11	755.56042
861	534625.710916	185281.096896	534699.675855	185714.009075	5	439.18533
862	534559.803988	185303.140124	534745.857641	185248.426724	3	193.93173
863	534581.338446	185372.484665	534642.883232	185353.832989	3	64.308983
864	534546.470374	185330.75359	534596.025122	185378.519503	2	68.827721
865	534587.738069	185359.827566	534630.950164	185760.738794	5	403.23331
866	534157.732629	185538.915308	534848.842646	185522.308643	9	691.30951
867	534817.567402	185443.523916	534841.374726	185681.155949	6	238.82162
868	534808.379558	185459.130349	534973.88704	185334.574516	7	207.13977
869	534895.064744	185297.30482	534928.603096	185375.831877	1	85.389229
870	534406.08931	185659.974073	534495.818681	185651.563907	1	90.122643
871	534374.470589	185733.898458	534843.421508	185678.824105	7	472.17386
872	534708.587766	185283.717924	534771.738086	185703.059388	7	424.06982
873	534764.849823	185701.961612	535078.992376	185538.201886	5	354.26373
874	534942.451438	185243.302354	535027.841113	185567.33713	8	335.09689
875	534850.824778	185262.306543	534971.005561	185244.869656	3	121.43914
876	534835.695573	185214.891839	534936.722033	185148.699805	2	120.77968
877	534839.703037	185209.47752	534852.339862	185263.864389	2	55.835659
878	534805.16918	184873.220328	534989.961316	185404.604779	10	562.59894
879	534984.526835	185416.499995	535007.401499	185408.344979	1	24.284863
880	534901.193978	185587.406197	534920.404978	185628.455858	2	45.32259
881	534888.018422	185579.176349	534907.354063	185593.503923	2	24.065462
882	534826.135353	185595.878316	534896.011703	185579.170291	2	71.8461
883	534931.031024	185361.489234	535274.748313	185272.538271	4	355.04062
884	535071.707997	185018.847575	535225.342791	185153.097336	5	204.02609
885	534960.790681	185330.271885	535237.788656	185124.593978	5	345.00909
886	534918.810203	185208.799531	534952.464842	185197.425921	1	35.524551
887	534979.440914	184844.104724	535117.666287	185075.498032	6	269.535
888	534720.907686	185399.311258	534767.909219	185398.328501	2	47.011806
889	534754.711702	185335.893285	534767.003858	185400.000231	1	65.274788
890	534707.763545	185320.03655	534807.343313	185288.942937	3	104.32134
891	534743.631381	185151.99926	534864.283599	185425.132512	3	298.5946
892	534912.943107	184972.19911	534950.490041	185078.476099	2	112.71455
893	534537.191562	185503.477633	534550.636835	185729.604425	2	226.52615
894	535204.496158	185229.19193	535370.532227	185193.626199	4	169.80252
895	535127.124245	184779.694198	535293.557118	185516.696029	9	755.56042
896	535310.557793	185281.150834	535749.725	185277.1594	4	439.18533
897	535297.462815	185157.332025	535321.810242	185349.729325	2	193.93173
898	535385.101419	185275.79588	535393.701243	185339.52726	3	64.308983
899	535346.944402	185367.295278	535402.000642	185325.990727	2	68.827721
900	535382.226487	185331.191356	535784.898658	185352.456817	4	403.23331
901	535466.211156	185520.41691	535514.709946	185115.991934	7	407.3226
902	535501.497998	185117.647664	535739.885867	185132.035007	6	238.82162
903	535418.867409	184945.95612	535515.439778	185129.206385	7	207.13977
904	535369.506432	185017.827383	535452.376475	184997.239138	1	85.389229
905	535717.506417	185601.375402	535737.910212	185129.642602	7	472.17386
906	535326.359881	185199.752209	535750.405618	185204.273205	6	424.06982
907	535597.447409	184751.497905	535748.223563	185210.898302	8	483.51025
908	535547.180422	184541.770925	535682.392359	185024.922582	5	501.71484
909	535505.137738	184758.682504	535620.588503	184780.145227	5	117.42882
910	535524.185606	184817.777244	535609.417536	184748.487137	5	109.84353
911	535539.055343	184802.528299	535570.296749	185002.105868	4	202.008
912	535357.746004	184958.474606	535657.255012	184929.805982	8	300.87793
913	535298.492212	184889.139347	535341.85494	185002.57276	2	121.43914
914	535241.173485	185019.521066	535249.717782	184899.04399	2	120.77968
915	535246.944008	184905.182458	535300.591002	184889.702767	2	55.835659
916	534936.513858	185038.95319	534936.526105	185038.951031	1	0.012435302
917	535080.652713	185013.536228	535490.564742	184941.253717	8	416.23627
918	535497.037903	184924.633029	535501.441253	184948.515346	1	24.284863
919	535656.87362	185058.032807	535700.461267	185045.612897	2	45.32259
920	535646.648239	185069.727561	535663.87555	185052.923806	2	24.065462
921	535647.916776	185061.835578	535653.26936	185133.482017	2	71.8461
922	535394.629739	184644.050052	535438.604457	184992.555358	5	351.26874
923	535304.007138	184686.46776	535412.531629	184958.198879	4	292.60104
924	535280.057722	184945.236103	535285.919638	184980.273679	1	35.524551
925	535408.970117	184810.900093	535499.299289	184787.395178	3	93.337242
926	535464.476048	184792.178276	535543.352293	184819.21751	4	83.382149
927	535464.574759	184805.30311	535525.357753	184753.057772	4	80.15078
928	535479.309778	184592.335656	535522.933274	184765.446874	3	178.52312
929	535442.438736	185206.021096	535448.962877	185159.464189	2	47.011806
930	535385.222118	185162.537657	535450.468862	185160.624523	1	65.274788
931	535347.264475	185103.093237	535362.082435	185206.356837	3	104.32134
932	535201.914047	185144.154584	535490.790719	185068.596661	5	298.5946
933	535571.503594	185056.167204	535571.581237	185125.01165	2	68.84449
934	535539.677178	185057.180712	535599.781343	185056.933015	3	60.104675
935	535543.957333	184992.582459	535545.04483	185063.907723	2	71.333557
936	535541.173863	184995.046528	535597.288862	184993.404349	3	56.139023
937	535594.426369	184986.937725	535594.746978	185064.436015	2	77.498955
938	535478.334519	185397.915805	535741.356772	185426.778307	2	264.6011
939	534386.096584	184657.946566	534391.276593	184519.650385	2	138.39316
940	534150.45281	184882.379079	534256.595302	184456.212986	3	439.18533
941	534215.490232	184934.119016	534288.572156	184537.563685	2	403.23331
942	534104.300387	184622.785745	534453.040371	184663.301276	5	351.08557
943	534358.410111	184835.358794	534447.258927	184850.457767	1	90.122643
944	534009.742003	184836.539535	534473.259002	184926.540316	8	472.17386
945	534079.411606	184866.069323	534173.754598	184452.626913	7	424.06982
946	533755.439882	184661.626429	534086.362689	184865.489913	5	388.67752
947	534106.025704	184562.478705	534152.822024	184566.974746	2	47.011806
948	534106.803472	184564.213479	534123.856825	184501.205695	2	65.274788
949	534252.89623	185308.789689	534476.385315	184841.397417	6	518.07617
950	533961.524964	184881.525527	534304.335034	185057.781168	4	385.46698
951	533907.020204	184975.687719	534585.009383	185309.157766	10	755.56042
952	534245.837661	185697.010156	534351.980153	185270.844063	7	439.18533
953	534234.614027	185229.277632	534416.053428	185297.755817	3	193.93173
954	534329.414795	185342.091746	534389.391862	185365.295132	2	64.308983
955	534374.294889	185370.214397	534427.284005	185326.289357	2	68.827721
956	534310.875083	185748.750093	534354.077917	185514.323944	4	238.37387
957	534042.849838	185342.655189	534082.168579	185266.85706	0	85.389229
958	534231.245567	185651.170611	534438.433728	185715.179828	4	216.85043
959	534174.796457	185680.7004	534269.139449	185267.25799	6	424.06982
960	533929.563976	185526.200168	534038.954415	185209.461057	6	335.09689
961	534010.363055	185208.887923	534128.902698	185235.266299	3	121.43914
962	534127.275322	185236.706442	534143.945249	185183.417283	1	55.835659
963	533979.51113	185366.757455	534203.536687	184850.685639	7	562.59894
964	533961.840022	185369.18253	533984.040541	185379.025878	1	24.284863
965	533705.401576	185213.756971	534041.501641	185328.171107	4	355.04062
966	533763.603666	185098.346576	533926.850785	184975.965914	5	204.02609
967	533753.32492	185068.992048	534014.160641	185294.815002	5	345.00909
968	533876.783425	185029.019644	534031.931302	184808.614896	6	269.535
969	534201.410555	185377.109782	534248.206875	185381.605823	2	47.011806
970	534202.188323	185378.844555	534219.241676	185315.836772	1	65.274788
971	534170.269744	185265.080771	534267.244479	185303.536511	3	104.32134
972	534043.26847	185044.495295	534088.660447	184941.324859	3	112.71455
973	533615.789208	185127.900715	533778.699491	185175.787428	2	169.80252
974	533668.380798	185455.823582	533889.480123	184733.337119	10	755.56042
